mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
24	24	189/2	189/2	1.0	1/4	1/4	2/4	2	1	V		G	iii		V		V							M	0	1	1, 5, 2		1	1
25	25	191/2	191/2	0.5	0	0	2/4	2	1	i		G	iii		i		i							m	0	1	0, -3, 1		0	0
25	25	96	96	0.5	1/8	1/8	2/4	2	1	V65		G	iii		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
25	25	193/2	193/2	1.0	1/4	1/4	2/4	2	1	i}		G	iii		i		i						}	m	0	1	0, -3, 1		0	0
26	26	195/2	195/2	1.0	0	0	2/4	2	1	ii%65{		G	iii		ii%65		ii	%	65				{	%7	0	1	-1, -4, 0, 2		2	-1
26	26	197/2	197/2	1.0	1/4	1/4	2/4	2	1	V		G	iii		V		V							M	0	1	1, 5, 2		1	1
27	27	199/2	199/2	1.0	0	0	2/4	2	1	ii%43/iv		G	iii		ii%43/iv		ii	%	43		iv			%7	0	1	-5, -1, 1, -2		1	-5
27	27	201/2	201/2	0.5	1/4	1/4	2/4	2	1	V(4)/iv}		G	iii		V(4)/iv		V			4	iv		}	M	0	1	0, -1, 1		0	0
27	27	101	101	0.5	3/8	3/8	2/4	2	1	V/iv|HC		G	iii		V/iv		V				iv	HC		M	0	1	0, 4, 1		0	0
28	28	203/2	203/2	1.0	0	0	2/4	2	1	i/iv{		G	iii		i/iv		i				iv		{	m	0	1	-1, -4, 0		-1	-1
28	28	205/2	205/2	1.0	1/4	1/4	2/4	2	1	iv6/v		G	iii		iv6/v		iv		6		v			m	0	1	-3, 1, 0		0	-3
29	29	207/2	207/2	0.5	0	0	2/4	2	1	V/v		G	iii		V/v		V				v			M	0	1	2, 6, 3		2	2
29	29	104	104	0.5	1/8	1/8	2/4	2	1	V7/v		G	iii		V7/v		V		7		v			Mm7	0	1	2, 6, 3, 0		2	2
29	29	209/2	209/2	0.5	1/4	1/4	2/4	2	1	i(4)/v}		G	iii		i(4)/v		i			4	v		}	m	0	1	1, 0, 2		1	1
29	29	105	105	0.5	3/8	3/8	2/4	2	1	i/v		G	iii		i/v		i				v			m	0	1	1, -2, 2		1	1
30	30	211/2	211/2	1.0	0	0	2/4	2	1	vi.ii64{		G	vi		ii64		ii		64				{	m	0	1	3, 2, -1		2	3
30	30	213/2	213/2	1.0	1/4	1/4	2/4	2	1	ii%43		G	vi		ii%43		ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
31	31	215/2	215/2	0.5	0	0	2/4	2	1	V		G	vi		V		V							M	0	1	1, 5, 2		1	1
31	31	108	108	0.5	1/8	1/8	2/4	2	1	V7		G	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
31	31	217/2	217/2	0.5	1/4	1/4	2/4	2	1	i(4)}		G	vi		i(4)		i			4			}	m	0	1	0, -1, 1		0	0
31	31	109	109	0.5	3/8	3/8	2/4	2	1	i		G	vi		i		i							m	0	1	0, -3, 1		0	0
32	32	219/2	219/2	1.0	0	0	2/4	2	1	V.ii64{		G	V		ii64		ii		64				{	m	0	0	3, 2, -1		2	3
32	32	221/2	221/2	1.0	1/4	1/4	2/4	2	1	ii%43		G	V		ii%43		ii	%	43					%7	0	0	-4, 0, 2, -1		2	-4
33	33	223/2	223/2	0.5	0	0	2/4	2	1	V(4)}		G	V		V(4)		V			4			}	M	0	0	1, 0, 2		1	1
33	33	112	112	0.5	1/8	1/8	2/4	2	1	V7		G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
33	33	225/2	225/2	0.5	1/4	1/4	2/4	2	1	V65(42)		G	V		V65(42)		V		65	42				Mm7	0	0	0, 2, -1, 3		1	0
33	33	113	113	0.5	3/8	3/8	2/4	2	1	V65		G	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
34	34	227/2	227/2	1.0	0	0	2/4	2	1	V[viio2{		G	V	V	viio2		vii	o	2				{	o7	0	0	-4, 5, 2, -1		5	-4
34	34	229/2	229/2	1.0	1/4	1/4	2/4	2	1	V(64)		G	V	V	V(64)		V			64				M	0	0	1, 0, 4		1	1
35	35	231/2	231/2	0.5	0	0	2/4	2	1	V		G	V	V	V		V							M	0	0	1, 5, 2		1	1
35	35	116	116	0.5	1/8	1/8	2/4	2	1	I(6)}		G	V	V	I(6)		I			6			}	M	0	0	0, 4, 3		0	0
35	35	233/2	233/2	1.0	1/4	1/4	2/4	2	1	I		G	V	V	I		I							M	0	0	0, 4, 1		0	0
36	36	235/2	235/2	1.0	0	0	2/4	2	1	#viio43/ii{		G	V	V	#viio43/ii		#vii	o	43		ii		{	o7	0	0	1, -2, 7, 4		7	1
36	36	237/2	237/2	1.5	1/4	1/4	2/4	2	1	ii64		G	V	V	ii64		ii		64					m	0	0	3, 2, -1		2	3
37	37	120	120	0.5	1/8	1/8	2/4	2	1	V7(4)		G	V	V	V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
37	37	241/2	241/2	0.5	1/4	1/4	2/4	2	1	viio2(2)	V7(4b2)	G	V	V	viio2(2)		vii	o	2	2				o7	0	0	-4, 0, 2, -1		5	-4
37	37	121	121	0.5	3/8	3/8	2/4	2	1	V7}		G	V	V	V7		V		7				}	Mm7	0	0	1, 5, 2, -1		1	1
38	38	243/2	243/2	1.0	0	0	2/4	2	1	viio2{		G	V	V	viio2		vii	o	2				{	o7	0	0	-4, 5, 2, -1		5	-4
38	38	245/2	245/2	1.0	1/4	1/4	2/4	2	1	V(64)		G	V	V	V(64)		V			64				M	0	0	1, 0, 4		1	1
39	39	247/2	247/2	0.5	0	0	2/4	2	1	V		G	V	V	V		V							M	0	0	1, 5, 2		1	1
39	39	124	124	0.5	1/8	1/8	2/4	2	1	I(6)}		G	V	V	I(6)		I			6			}	M	0	0	0, 4, 3		0	0
39	39	249/2	249/2	1.0	1/4	1/4	2/4	2	1	I		G	V	V	I		I							M	0	0	0, 4, 1		0	0
40	40	251/2	251/2	1.0	0	0	2/4	2	1	#viio43/ii{		G	V	V	#viio43/ii		#vii	o	43		ii		{	o7	0	0	1, -2, 7, 4		7	1
40	40	253/2	253/2	1.5	1/4	1/4	2/4	2	1	ii64		G	V	V	ii64		ii		64					m	0	0	3, 2, -1		2	3
41	41	128	128	0.5	1/8	1/8	2/4	2	1	V7(4)		G	V	V	V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
41	41	257/2	257/2	1.0	1/4	1/4	2/4	2	1	viio2}		G	V	V	viio2		vii	o	2				}	o7	0	0	-4, 5, 2, -1		5	-4
42	42	259/2	259/2	1.0	0	0	2/4	2	1	V43/IV{		G	V	V	V43/IV		V		43		IV		{	Mm7	0	0	1, -2, 0, 4		0	1
42	42	261/2	261/2	1.0	1/4	1/4	2/4	2	1	IV		G	V	V	IV		IV							M	0	0	-1, 3, 0		-1	-1
43	43	263/2	263/2	1.0	0	0	2/4	2	1	V65/V		G	V	V	V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
43	43	265/2	265/2	1.0	1/4	1/4	2/4	2	1	V]		G	V	V	V		V							M	0	0	1, 5, 2		1	1
44	44	267/2	267/2	2.0	0	0	2/4	2	1	VII.V43		G	VII		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
45	45	271/2	271/2	2.0	0	0	2/4	2	1	I[I}{		G	VII	I	I		I						}{	M	0	0	0, 4, 1		0	0
46	46	275/2	275/2	2.0	0	0	2/4	2	1	V7		G	VII	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
47	47	279/2	279/2	2.0	0	0	2/4	2	1	I		G	VII	I	I		I							M	0	0	0, 4, 1		0	0
48	48	283/2	283/2	2.0	0	0	2/4	2	1	V7		G	VII	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
49	49	287/2	287/2	2.5	0	0	2/4	2	1	I		G	VII	I	I		I							M	0	0	0, 4, 1		0	0
50	50	146	146	0.5	1/8	1/8	2/4	2	1	V7(9)		G	VII	I	V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
50	50	293/2	293/2	1.0	1/4	1/4	2/4	2	1	V7		G	VII	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
51	51	295/2	295/2	2.5	0	0	2/4	2	1	I		G	VII	I	I		I							M	0	0	0, 4, 1		0	0
52	52	150	150	0.5	1/8	1/8	2/4	2	1	V7(9)		G	VII	I	V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
52	52	301/2	301/2	1.0	1/4	1/4	2/4	2	1	V7		G	VII	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
53	53	303/2	303/2	4.0	0	0	2/4	2	1	I]|IAC}		G	VII	I	I		I					IAC	}	M	0	0	0, 4, 1		0	0
55	55	311/2	311/2	1.0	0	0	2/4	2	1	iii.ii%65{		G	iii		ii%65		ii	%	65				{	%7	0	1	-1, -4, 0, 2		2	-1
55	55	313/2	313/2	1.0	1/4	1/4	2/4	2	1	V		G	iii		V		V							M	0	1	1, 5, 2		1	1
56	56	315/2	315/2	0.5	0	0	2/4	2	1	i		G	iii		i		i							m	0	1	0, -3, 1		0	0
56	56	158	158	0.5	1/8	1/8	2/4	2	1	V65		G	iii		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
56	56	317/2	317/2	1.0	1/4	1/4	2/4	2	1	i}		G	iii		i		i						}	m	0	1	0, -3, 1		0	0
57	57	319/2	319/2	1.0	0	0	2/4	2	1	ii%65{		G	iii		ii%65		ii	%	65				{	%7	0	1	-1, -4, 0, 2		2	-1
57	57	321/2	321/2	1.0	1/4	1/4	2/4	2	1	V		G	iii		V		V							M	0	1	1, 5, 2		1	1
58	58	323/2	323/2	1.0	0	0	2/4	2	1	ii%43/iv		G	iii		ii%43/iv		ii	%	43		iv			%7	0	1	-5, -1, 1, -2		1	-5
58	58	325/2	325/2	0.5	1/4	1/4	2/4	2	1	V(4)/iv}		G	iii		V(4)/iv		V			4	iv		}	M	0	1	0, -1, 1		0	0
58	58	163	163	0.5	3/8	3/8	2/4	2	1	V/iv|HC		G	iii		V/iv		V				iv	HC		M	0	1	0, 4, 1		0	0
59	59	327/2	327/2	1.0	0	0	2/4	2	1	i/iv{		G	iii		i/iv		i				iv		{	m	0	1	-1, -4, 0		-1	-1
59	59	329/2	329/2	1.0	1/4	1/4	2/4	2	1	v6/iv		G	iii		v6/iv		v		6		iv			m	0	1	-3, 1, 0		0	-3
60	60	331/2	331/2	1.0	0	0	2/4	2	1	I.V2		G	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
60	60	333/2	333/2	1.0	1/4	1/4	2/4	2	1	I6}		G	I		I6		I		6				}	M	0	0	4, 1, 0		0	4
61	61	335/2	335/2	1.0	0	0	2/4	2	1	vii%43{		G	I		vii%43		vii	%	43				{	%7	0	0	-1, 3, 5, 2		5	-1
61	61	337/2	337/2	1.0	1/4	1/4	2/4	2	1	I6		G	I		I6		I		6					M	0	0	4, 1, 0		0	4
62	62	339/2	339/2	1.0	0	0	2/4	2	1	V65		G	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
62	62	341/2	341/2	1.0	1/4	1/4	2/4	2	1	V2/IV}		G	I		V2/IV		V		2		IV		}	Mm7	0	0	-2, 0, 4, 1		0	-2
63	63	343/2	343/2	1.0	0	0	2/4	2	1	viio6/V{		G	I		viio6/V		vii	o	6		V		{	o	0	0	3, 0, 6		6	3
63	63	345/2	345/2	0.5	1/4	1/4	2/4	2	1	It6(#2)		G	I		It6(#2)	It	vii	o	6	b3#2	V			It	0	0	8, 0, 6		6	8
63	63	173	173	0.5	3/8	3/8	2/4	2	1	It6		G	I		It6	It	vii	o	6	b3	V			It	0	0	-4, 0, 6		6	-4
64	64	347/2	347/2	1.0	0	0	2/4	2	1	V(64)		G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
64	64	349/2	349/2	1.0	1/4	1/4	2/4	2	1	V		G	I		V		V							M	0	0	1, 5, 2		1	1
65	65	351/2	351/2	1.0	0	0	2/4	2	1	ii%2		G	I		ii%2		ii	%	2					%7	0	0	0, 2, -1, -4		2	0
65	65	353/2	353/2	1.0	1/4	1/4	2/4	2	1	V6		G	I		V6		V		6					M	0	0	5, 2, 1		1	5
66	66	355/2	355/2	1.0	0	0	2/4	2	1	ii%2		G	I		ii%2		ii	%	2					%7	0	0	0, 2, -1, -4		2	0
66	66	357/2	357/2	3.0	1/4	1/4	2/4	2	1	V6|HC}		G	I		V6		V		6			HC	}	M	0	0	5, 2, 1		1	5
68	68	363/2	363/2	1.5	0	0	9/8	2	1	V{		G	I		V		V						{	M	0	0	1, 5, 2		1	1
68	68	183	183	1.5	3/8	3/8	9/8	2	1	vi7		G	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
68	68	369/2	369/2	1.5	3/4	3/4	9/8	2	1	V6		G	I		V6		V		6					M	0	0	5, 2, 1		1	5
69	69	186	186	1.5	0	0	9/8	2	1	I		G	I		I		I							M	0	0	0, 4, 1		0	0
69	69	375/2	375/2	1.0	3/8	3/8	9/8	2	1	vii%65		G	I		vii%65		vii	%	65					%7	0	0	2, -1, 3, 5		5	2
69	69	377/2	377/2	0.5	5/8	5/8	9/8	2	1	V43		G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
69	69	189	189	1.5	3/4	3/4	9/8	2	1	I6		G	I		I6		I		6					M	0	0	4, 1, 0		0	4
70	70	381/2	381/2	1.5	0	0	9/8	2	1	viio7/V		G	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
70	70	192	192	0.5	3/8	3/8	9/8	2	1	V(4)		G	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
70	70	385/2	385/2	2.0	1/2	1/2	9/8	2	1	V		G	I		V		V							M	0	0	1, 5, 2		1	1
70	70	389/2	389/2	0.5	1	1	9/8	2	1	V7		G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
71	71	195	195	1.0	0	0	9/8	2	1	#viio7/vi		G	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
71	71	196	196	0.5	1/4	1/4	9/8	2	1	vi		G	I		vi		vi							m	0	0	3, 0, 4		3	3
71	71	393/2	393/2	1.0	3/8	3/8	9/8	2	1	V6/V		G	I		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
71	71	395/2	395/2	0.5	5/8	5/8	9/8	2	1	V65/V		G	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
71	71	198	198	1.0	3/4	3/4	9/8	2	1	V(94)}		G	I		V(94)		V			94			}	M	0	0	1, 0, 2	3	1	1
71	71	199	199	2.0	1	1	9/8	2	1	V|HC		G	I		V		V					HC		M	0	0	1, 5, 2		1	1
72	72	399/2	399/2	0.0	0	0	9/8	2	1	{		G	I										{		0	0				
72	72	201	201	1.5	3/8	3/8	9/8	2	1	vi7		G	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
72	72	405/2	405/2	1.5	3/4	3/4	9/8	2	1	V6		G	I		V6		V		6					M	0	0	5, 2, 1		1	5
73	73	204	204	1.5	0	0	9/8	2	1	I		G	I		I		I							M	0	0	0, 4, 1		0	0
73	73	411/2	411/2	1.0	3/8	3/8	9/8	2	1	vii%65		G	I		vii%65		vii	%	65					%7	0	0	2, -1, 3, 5		5	2
73	73	413/2	413/2	0.5	5/8	5/8	9/8	2	1	V43		G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
73	73	207	207	1.5	3/4	3/4	9/8	2	1	I6		G	I		I6		I		6					M	0	0	4, 1, 0		0	4
74	74	417/2	417/2	1.5	0	0	9/8	2	1	#viio65/iii		G	I		#viio65/iii		#vii	o	65		iii			o7	0	0	6, 3, 0, 9		9	6
74	74	210	210	1.5	3/8	3/8	9/8	2	1	iii6		G	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
74	74	423/2	423/2	1.5	3/4	3/4	9/8	2	1	vii%65/V		G	I		vii%65/V		vii	%	65		V			%7	0	0	3, 0, 4, 6		6	3
75	75	213	213	9.0	0	0	9/8	2	1	V6|HC}		G	I		V6		V		6			HC	}	M	0	0	5, 2, 1		1	5
77	77	222	222	18.0	0	0	9/8	2	1	bIII64{		G	I		bIII64		bIII		64				{	M	0	0	-2, -3, 1		-3	-2
81	81	240	240	1.5	0	0	9/8	2	1	V6		G	I		V6		V		6					M	0	0	5, 2, 1		1	5
81	81	483/2	483/2	1.5	3/8	3/8	9/8	2	1	vi7		G	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
81	81	243	243	1.5	3/4	3/4	9/8	2	1	V6		G	I		V6		V		6					M	0	0	5, 2, 1		1	5
82	82	489/2	489/2	1.5	0	0	9/8	2	1	I		G	I		I		I							M	0	0	0, 4, 1		0	0
82	82	246	246	1.0	3/8	3/8	9/8	2	1	vii%65		G	I		vii%65		vii	%	65					%7	0	0	2, -1, 3, 5		5	2
82	82	247	247	0.5	5/8	5/8	9/8	2	1	V43		G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
82	82	495/2	495/2	1.5	3/4	3/4	9/8	2	1	I6		G	I		I6		I		6					M	0	0	4, 1, 0		0	4
83	83	249	249	1.5	0	0	9/8	2	1	viio7/V		G	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
83	83	501/2	501/2	0.5	3/8	3/8	9/8	2	1	V(4)		G	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
83	83	251	251	1.0	1/2	1/2	9/8	2	1	V		G	I		V		V							M	0	0	1, 5, 2		1	1
83	83	252	252	3.0	3/4	3/4	9/8	2	1	V7		G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
84	84	255	255	1.5	3/8	3/8	9/8	2	1	V65/vi		G	I		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
84	84	513/2	513/2	3.0	3/4	3/4	9/8	2	1	vi		G	I		vi		vi							m	0	0	3, 0, 4		3	3
85	85	519/2	519/2	1.5	3/8	3/8	9/8	2	1	V65/V		G	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
85	85	261	261	3.0	3/4	3/4	9/8	2	1	V		G	I		V		V							M	0	0	1, 5, 2		1	1
86	86	264	264	1.5	3/8	3/8	9/8	2	1	viio2		G	I		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
86	86	531/2	531/2	1.5	3/4	3/4	9/8	2	1	I(7b64)		G	I		I(7b64)		I			7b64				M	0	0	0, -1, -4	5	0	0
87	87	267	267	7.5	0	0	9/8	2	1	I|IAC}		G	I		I		I					IAC	}	M	0	0	0, 4, 1		0	0
